Precipitation,CapDate,CityCode,TempAvg,TempMax,TempMin,WindDirection,WindSpeed
0.0,2016-02-21,LBB,57,75,39,17,9.2
0.01,2016-02-21,MAF,62,76,47,16,7.97
0.13,2016-02-21,SJT,61,77,45,16,6.88
0.01,2016-02-21,SAT,67,77,56,19,7.65
0.0,2016-02-21,VCT,65,79,50,17,7.37
1.06,2016-02-21,ACT,61,73,49,21,9.31
0.0,2016-02-21,SPS,61,74,47,20,10.1
0.31,2016-02-21,SLC,45,55,35,19,7.12
2.48,2016-02-21,BCB,40,48,31,24,5.65
0.67,2016-02-21,BTV,27,38,16,24,7.94
2.18,2016-02-21,LYH,38,49,27,23,3.52
1.06,2016-02-21,ORF,47,57,37,11,7.95
1.29,2016-02-21,RIC,42,52,30,18,5.27
2.48,2016-02-21,ROA,40,48,31,24,5.65
1.39,2016-02-21,WAL,43,52,33,23,6.02
1.25,2016-02-21,DCA,40,48,31,22,6.1
0.83,2016-02-21,DEW,41,49,33,14,6.92
0.2,2016-02-21,EPH,44,52,35,27,5.82
1.78,2016-02-21,OLM,45,51,39,22,5.82
6.09,2016-02-21,UIL,47,53,41,14,4.61
1.5,2016-02-21,SEA,48,53,42,18,7.04
0.27,2016-02-21,GEG,42,48,36,17,10.42
0.18,2016-02-21,YKM,46,56,36,22,3.31
1.71,2016-02-21,BKW,39,45,32,19,6.9
1.89,2016-02-21,CRW,42,49,34,19,4.68
1.35,2016-02-21,EKN,40,48,29,23,5.57
2.97,2016-02-21,HTS,42,50,34,20,4.14
0.04,2016-02-21,GRB,27,34,20,21,6.8
0.01,2016-02-21,LSE,31,39,23,23,6.57
0.04,2016-02-21,MSN,30,37,23,16,5.94
0.05,2016-02-21,MKE,32,39,23,17,9.15
0.05,2016-02-21,CPR,39,51,27,23,16.18
0.01,2016-02-21,CYS,42,54,29,26,14.38
0.07,2016-02-21,LND,40,51,28,24,5.42
0.13,2016-02-21,RWL,34,42,25,24,20.75
0.47,2016-02-21,SHR,41,54,27,27,6.54
3.17,2016-02-28,BHM,52,61,42,24,7.71
1.54,2016-02-28,HSV,50,59,39,19,8.44
0.5,2016-02-28,MOB,55,66,43,25,6.6
2.58,2016-02-28,MGM,56,67,44,24,7.25
0.0,2016-02-28,ANC,36,42,30,20,4.85
4.75,2016-02-28,ANN,42,46,37,12,10.27
0.0,2016-02-28,BET,28,36,20,6,14.54
0.0,2016-02-28,BTT,21,32,9,16,4.45
0.58,2016-02-28,CDB,36,40,31,13,9.01
2.65,2016-02-28,CDV,39,45,32,9,9.11
0.0,2016-02-28,BIG,32,37,26,12,20.42
0.0,2016-02-28,FAI,23,37,9,2,3.07
0.0,2016-02-28,GKN,26,38,14,17,5.68
0.0,2016-02-28,GST,60,60,60,9,3.3
1.53,2016-02-28,HOM,38,43,33,7,9.25
0.0,2016-02-28,ILI,39,43,34,7,11.27
1.39,2016-02-28,JNU,39,43,35,12,8.54
0.09,2016-02-28,ENA,37,42,31,4,12.04
10.34,2016-02-28,KTN,43,47,39,13,12.08
0.04,2016-02-28,AKN,38,44,32,8,11.44
4.85,2016-02-28,ADQ,40,43,36,8,14.35
0.25,2016-02-28,OTZ,17,24,7,11,4.94
0.02,2016-02-28,MCG,26,37,14,18,2.05
0.03,2016-02-28,OME,24,29,18,13,11.75
0.0,2016-02-28,ORT,11,23,-1,11,0.45
0.1,2016-02-28,PAQ,39,44,33,7,7.71
0.0,2016-02-28,PSG,60,60,60,12,3.82
0.0,2016-02-28,SYA,60,60,60,12,14.15
1.13,2016-02-28,SIT,45,48,41,11,12.01
1.37,2016-02-28,SGY,38,42,34,10,5.12
0.24,2016-02-28,SNP,33,35,29,2,19.25
0.09,2016-02-28,TKA,36,43,29,6,4.47
0.0,2016-02-28,TAL,22,28,15,7,5.4
0.08,2016-02-28,BRW,3,7,0,7,18.31
3.64,2016-02-28,YAK,40,44,35,9,6.65
0.0,2016-02-28,DUG,54,75,32,20,5.88
0.0,2016-02-28,IGM,53,71,36,14,5.52
0.0,2016-02-28,PHX,69,83,55,15,2.88
0.0,2016-02-28,TUS,63,80,46,17,4.54
0.0,2016-02-28,INW,45,66,24,21,3.85
1.73,2016-02-28,FSM,47,58,35,18,7.04
1.09,2016-02-28,HRO,44,53,35,19,7.55
1.49,2016-02-28,LZK,48,56,38,0,0.0
0.0,2016-02-28,BFL,60,74,46,15,0.98
0.0,2016-02-28,BIH,51,71,30,27,4.2
0.0,2016-02-28,NID,55,74,36,19,2.75
0.0,2016-02-28,CCR,58,70,45,16,1.82
0.34,2016-02-28,EKA,51,58,43,0,0.0
0.0,2016-02-28,FAT,59,72,46,20,1.37
0.0,2016-02-28,HWD,59,68,48,22,2.25
0.0,2016-02-28,LGB,65,77,52,24,1.84
0.0,2016-02-28,LAX,64,74,54,26,2.25
0.06,2016-02-28,RBL,56,68,43,31,4.0
0.07,2016-02-28,RDD,56,69,43,28,1.97
0.0,2016-02-28,SAC,57,70,43,27,2.18
0.0,2016-02-28,SNS,59,72,45,16,2.42
0.0,2016-02-28,SAN,65,74,54,30,2.42
0.0,2016-02-28,SFO,59,67,50,28,4.32
0.0,2016-02-28,SDB,56,66,47,18,14.74
0.0,2016-02-28,SBA,60,75,44,19,1.87
0.0,2016-02-28,SMX,62,77,46,26,5.12
0.0,2016-02-28,SCK,56,71,41,28,3.34
0.25,2016-02-28,ALS,30,48,11,24,2.72
0.0,2016-02-28,COS,39,53,24,21,5.35
0.0,2016-02-28,CAG,23,38,8,20,1.8
0.0,2016-02-28,DEN,39,55,26,23,5.92
0.01,2016-02-28,GJT,40,53,27,16,2.44
0.0,2016-02-28,PUB,41,60,22,15,5.45
1.48,2016-02-28,BDR,41,49,32,20,11.01
2.14,2016-02-28,BDL,39,49,28,18,9.84
1.66,2016-02-28,NWK,42,52,32,18,10.74
1.66,2016-02-28,ILG,42,52,32,18,10.74
0.58,2016-02-28,DAB,61,71,50,21,6.95
0.14,2016-02-28,FLL,69,76,61,21,9.47
0.13,2016-02-28,GNV,58,71,44,25,6.1
0.89,2016-02-28,JAX,58,70,45,23,7.24
0.66,2016-02-28,EYW,69,73,64,22,9.91
0.71,2016-02-28,MIA,69,76,61,20,8.34
0.52,2016-02-28,MCO,62,73,50,23,7.61
2.44,2016-02-28,PNS,57,67,47,24,8.44
0.62,2016-02-28,TLH,56,69,43,23,6.31
0.97,2016-02-28,TPA,62,71,53,22,6.57
0.81,2016-02-28,VRB,63,73,52,20,8.24
1.17,2016-02-28,PBI,66,75,58,21,9.57
0.57,2016-02-28,AMG,56,68,43,24,6.1
2.11,2016-02-28,AHN,51,61,40,22,6.64
3.65,2016-02-28,ATL,51,60,42,24,9.44
1.02,2016-02-28,AGS,54,66,41,23,6.77
0.55,2016-02-28,MCN,54,66,41,24,6.85
0.11,2016-02-28,SAV,58,70,45,22,8.34
0.6,2016-02-28,ITO,75,84,67,18,2.85
0.0,2016-02-28,HNL,73,81,65,22,3.94
0.06,2016-02-28,OGG,73,83,62,7,4.51
0.01,2016-02-28,MKK,71,80,61,20,4.5
0.01,2016-02-28,LIH,71,77,63,29,3.71
0.18,2016-02-28,BOI,44,55,32,18,6.04
0.18,2016-02-28,LWS,45,56,33,17,2.04
0.0,2016-02-28,PIH,36,49,23,15,5.11
0.23,2016-02-28,ORD,36,44,29,17,11.77
0.0,2016-02-28,MLI,39,49,29,25,9.04
0.01,2016-02-28,PIA,39,49,29,21,9.27
0.0,2016-02-28,UIN,40,50,30,21,11.35
0.0,2016-02-28,RFD,37,45,29,18,9.27
0.36,2016-02-28,SPI,41,50,31,20,11.9
1.92,2016-02-28,EVV,42,51,33,19,9.28
1.04,2016-02-28,FWA,36,44,28,16,14.21
1.78,2016-02-28,IND,40,47,31,15,13.82
1.05,2016-02-28,SBN,34,41,26,17,10.25
0.0,2016-02-28,CID,38,47,29,22,9.51
0.0,2016-02-28,DSM,40,49,31,21,8.82
0.0,2016-02-28,DBQ,36,44,28,22,9.71
0.04,2016-02-28,SUX,38,49,27,25,7.91
0.0,2016-02-28,ALO,37,45,29,24,9.14
0.0,2016-02-28,CNK,42,56,29,26,9.65
0.0,2016-02-28,DDC,42,59,25,23,11.22
0.0,2016-02-28,GLD,40,57,23,29,9.08
0.0,2016-02-28,P28,45,62,26,22,8.4
0.02,2016-02-28,TOP,42,57,28,20,7.85
0.0,2016-02-28,ICT,45,60,29,21,10.28
1.09,2016-02-28,CVG,42,51,32,18,9.87
0.76,2016-02-28,JKL,43,52,35,18,3.31
0.85,2016-02-28,LEX,43,53,33,18,11.0
1.85,2016-02-28,SDF,46,54,36,18,9.78
1.49,2016-02-28,PAH,43,52,34,20,9.94
1.11,2016-02-28,BTR,55,66,43,23,5.6
0.91,2016-02-28,LCH,56,68,44,22,5.22
2.03,2016-02-28,MSY,58,67,48,18,8.35
0.89,2016-02-28,SHV,52,64,40,24,7.24
1.68,2016-02-28,ASD,55,67,43,17,4.0
1.14,2016-02-28,BGR,28,37,20,22,7.68
1.87,2016-02-28,CAR,23,31,12,22,6.71
1.33,2016-02-28,PWM,32,41,23,14,7.71
3.22,2016-02-28,BWI,43,52,33,17,8.68
0.64,2016-02-28,SBY,47,54,35,18,9.9
1.4,2016-02-28,BOS,40,48,31,16,11.75
0.0,2016-02-28,MQE,60,60,60,16,12.64
2.29,2016-02-28,ORH,35,45,25,19,11.51
0.9,2016-02-28,APN,26,35,17,17,9.17
1.19,2016-02-28,DTW,34,41,27,16,12.15
1.0,2016-02-28,FNT,35,41,28,17,11.45
1.02,2016-02-28,GRR,34,41,27,17,11.35
0.3,2016-02-28,HTL,29,37,20,19,8.5
0.9,2016-02-28,LAN,33,40,26,17,11.94
0.52,2016-02-28,MQT,25,33,18,0,0.0
0.24,2016-02-28,MKG,35,40,30,17,11.47
0.45,2016-02-28,ANJ,26,34,17,16,6.57
0.16,2016-02-28,DLH,27,34,19,18,6.38
0.3,2016-02-28,INL,22,32,11,24,3.98
0.07,2016-02-28,MSP,35,41,28,27,7.25
0.01,2016-02-28,RST,33,38,28,27,10.11
0.01,2016-02-28,STC,32,40,25,26,7.21
0.99,2016-02-28,GLH,49,59,39,19,9.38
2.46,2016-02-28,GWO,49,59,38,20,5.6
0.95,2016-02-28,GPT,55,65,43,23,5.72
3.14,2016-02-28,HBG,55,67,42,23,5.11
1.76,2016-02-28,JAN,52,63,40,25,5.34
2.36,2016-02-28,MEI,52,64,40,23,4.85
1.03,2016-02-28,TUP,49,60,37,22,6.65
2.22,2016-02-28,CGI,42,51,32,19,11.5
0.01,2016-02-28,COU,42,52,32,20,10.84
0.0,2016-02-28,MCI,42,54,30,20,10.04
0.24,2016-02-28,VIH,41,50,31,20,10.85
0.21,2016-02-28,SGF,42,54,31,19,10.4
0.0,2016-02-28,STJ,41,54,26,25,8.91
0.31,2016-02-28,STL,43,52,34,20,10.01
0.0,2016-02-28,BIL,41,55,27,27,10.65
0.02,2016-02-28,BTM,30,44,16,19,2.95
0.03,2016-02-28,CTB,35,51,20,24,13.27
0.0,2016-02-28,DLN,35,48,22,21,8.91
0.0,2016-02-28,GGW,37,51,23,26,6.77
0.0,2016-02-28,GTF,36,52,20,21,11.21
0.02,2016-02-28,HVR,36,52,20,25,8.58
0.03,2016-02-28,HLN,39,52,26,25,4.77
0.0,2016-02-28,GPI,35,48,21,25,2.3
0.06,2016-02-28,MLS,39,53,23,26,8.0
0.06,2016-02-28,MSO,37,49,25,26,2.21
0.01,2016-02-28,GRI,42,55,29,28,10.78
0.01,2016-02-28,LNK,40,53,27,27,9.24
0.02,2016-02-28,OFK,38,51,25,27,9.47
0.0,2016-02-28,LBF,38,56,20,28,8.78
0.01,2016-02-28,OMA,40,51,29,26,8.85
0.0,2016-02-28,BFF,39,55,22,27,8.58
0.0,2016-02-28,SNY,37,54,20,30,10.62
0.0,2016-02-28,VTN,38,52,23,30,9.42
0.0,2016-02-28,ELY,37,51,23,21,5.38
0.0,2016-02-28,P68,36,50,22,21,3.1
0.0,2016-02-28,LAS,61,73,49,20,3.87
0.0,2016-02-28,DRA,54,70,39,9,3.68
0.0,2016-02-28,RNO,49,64,33,14,2.3
0.0,2016-02-28,WMC,43,58,27,15,4.77
1.68,2016-02-28,CON,33,43,23,19,6.8
0.0,2016-02-28,MWN,60,60,60,23,43.25
1.43,2016-02-28,ACY,42,52,32,17,11.15
1.34,2016-02-28,EWR,42,52,32,21,10.85
0.02,2016-02-28,ABQ,46,60,31,18,3.65
0.05,2016-02-28,CAO,42,57,27,28,8.0
0.4,2016-02-28,ROW,47,62,31,11,4.4
2.5,2016-02-28,ALB,34,44,24,23,7.68
1.24,2016-02-28,BGM,32,41,22,23,10.62
1.1,2016-02-28,BUF,32,39,25,16,13.0
1.25,2016-02-28,GFL,31,41,21,24,6.08
1.27,2016-02-28,ISP,40,48,32,21,12.65
1.78,2016-02-28,LGA,43,51,35,17,11.91
1.03,2016-02-28,ROC,32,40,24,18,11.05
1.56,2016-02-28,SYR,31,40,22,20,10.15
2.16,2016-02-28,AVL,44,54,34,24,7.7
1.28,2016-02-28,HSE,54,60,45,15,10.34
2.79,2016-02-28,CLT,48,59,37,18,7.62
1.46,2016-02-28,GSO,46,55,36,19,10.18
2.08,2016-02-28,HKY,46,55,36,19,7.0
1.52,2016-02-28,RDU,47,57,37,19,7.17
0.67,2016-02-28,ILM,54,63,44,20,8.94
0.03,2016-02-28,BIS,38,52,24,29,6.6
0.0,2016-02-28,DIK,35,48,21,28,10.95
0.01,2016-02-28,FAR,32,39,24,28,7.47
0.01,2016-02-28,GFK,29,37,21,30,8.22
0.01,2016-02-28,ISN,35,48,22,26,7.1
1.54,2016-02-28,CAK,38,46,28,18,11.35
1.32,2016-02-28,CLE,36,43,29,15,11.2
1.37,2016-02-28,CMH,40,49,30,18,9.51
1.71,2016-02-28,DAY,39,48,29,16,11.7
1.75,2016-02-28,MFD,37,45,28,15,10.54
1.2,2016-02-28,TOL,35,42,28,17,12.67
1.37,2016-02-28,YNG,37,47,28,17,10.42
0.0,2016-02-28,GAG,43,63,24,22,8.74
0.69,2016-02-28,OKC,49,61,36,20,11.75
0.0,2016-02-28,PNC,44,60,28,20,8.74
0.48,2016-02-28,TUL,49,61,36,23,9.6
0.86,2016-02-28,AST,48,56,40,15,4.07
0.05,2016-02-28,BNO,34,47,21,20,2.8
0.38,2016-02-28,EUG,47,58,37,26,3.35
0.16,2016-02-28,MFR,48,60,36,19,1.08
0.04,2016-02-28,PDT,43,55,31,15,3.9
0.59,2016-02-28,PDX,50,59,40,13,5.35
0.08,2016-02-28,RDM,40,58,23,21,2.9
0.49,2016-02-28,SLE,49,59,38,18,3.52
3.16,2016-02-28,ABE,40,51,29,17,8.84
1.37,2016-02-28,ERI,35,43,27,16,12.54
2.19,2016-02-28,MDT,40,50,29,22,7.68
2.28,2016-02-28,PHL,44,53,35,17,11.84
1.11,2016-02-28,PIT,39,49,30,17,9.8
1.63,2016-02-28,AVP,38,47,28,22,8.2
1.26,2016-02-28,IPT,38,49,27,17,6.22
0.3,2016-02-28,SJU,79,85,73,9,5.94
1.68,2016-02-28,PVD,40,49,30,16,9.61
1.52,2016-02-28,AND,49,60,39,19,8.85
0.38,2016-02-28,CHS,56,68,45,19,8.2
2.18,2016-02-28,CAE,53,64,41,21,7.67
2.49,2016-02-28,GSP,48,59,36,19,7.9
0.01,2016-02-28,ABR,35,46,24,27,8.22
0.13,2016-02-28,HON,36,46,24,26,7.5
0.07,2016-02-28,PIR,37,50,24,27,8.84
0.01,2016-02-28,RAP,39,53,22,30,8.66
0.08,2016-02-28,FSD,34,43,25,27,7.28
1.27,2016-02-28,TRI,43,54,33,19,6.98
2.67,2016-02-28,CHA,49,58,39,18,6.14
1.74,2016-02-28,CKV,45,55,35,19,8.94
2.15,2016-02-28,CSV,44,52,36,20,7.18
1.99,2016-02-28,TYS,46,54,37,17,8.4
2.03,2016-02-28,MEM,48,56,40,20,9.72
1.15,2016-02-28,BNA,47,57,37,18,7.91
2.3,2016-02-28,OQT,46,55,37,18,2.71
0.68,2016-02-28,ABI,51,62,39,18,9.18
0.39,2016-02-28,AMA,44,59,29,22,9.68
1.14,2016-02-28,AUS,55,68,42,15,7.22
1.33,2016-02-28,ATT,57,68,46,16,3.7
0.94,2016-02-28,BPT,58,70,45,22,6.35
0.0,2016-02-28,BRO,65,78,52,17,8.04
0.74,2016-02-28,CDS,49,62,35,21,8.0
1.12,2016-02-28,CLL,56,67,44,19,7.38
0.21,2016-02-28,CRP,63,76,50,18,10.4
0.11,2016-02-28,DHT,43,61,25,19,7.37
1.81,2016-02-28,DAL,53,62,43,23,8.62
1.85,2016-02-28,DFW,53,63,43,22,10.8
0.05,2016-02-28,DRT,59,71,47,17,7.42
0.0,2016-02-28,ELP,55,69,39,16,4.81
1.88,2016-02-28,FTW,54,64,44,22,9.24
0.86,2016-02-28,GLS,59,67,51,19,8.2
1.46,2016-02-28,HOU,59,70,47,18,6.5
0.09,2016-02-28,LBB,46,61,31,18,10.18
0.29,2016-02-28,MAF,50,63,36,17,8.17
0.64,2016-02-28,SJT,51,66,36,18,7.81
1.54,2016-02-28,SAT,57,68,45,16,7.4
1.79,2016-02-28,VCT,59,72,46,20,6.82
1.07,2016-02-28,ACT,53,64,41,22,9.05
1.26,2016-02-28,SPS,50,62,37,18,10.38
0.01,2016-02-28,SLC,43,54,31,22,2.45
1.41,2016-02-28,BCB,44,52,36,22,8.55
2.09,2016-02-28,BTV,27,36,18,23,6.21
1.07,2016-02-28,LYH,42,50,34,15,6.82
0.95,2016-02-28,ORF,49,58,39,19,9.74
1.66,2016-02-28,RIC,45,55,35,17,9.27
1.41,2016-02-28,ROA,44,52,36,22,8.55
0.69,2016-02-28,WAL,45,52,37,18,11.5
1.62,2016-02-28,DCA,45,53,36,17,9.31
0.05,2016-02-28,DEW,38,50,26,14,3.98
0.0,2016-02-28,EPH,43,55,30,28,5.07
0.97,2016-02-28,OLM,46,56,35,15,3.04
0.95,2016-02-28,UIL,48,56,40,12,3.48
1.31,2016-02-28,SEA,48,55,40,19,4.3
0.02,2016-02-28,GEG,41,50,31,11,6.35
0.02,2016-02-28,YKM,44,59,29,26,3.65
0.63,2016-02-28,BKW,41,47,31,21,9.88
0.47,2016-02-28,CRW,44,53,35,18,7.0
0.5,2016-02-28,EKN,39,48,29,19,6.18
0.45,2016-02-28,HTS,44,53,35,18,7.28
0.13,2016-02-28,GRB,31,36,25,20,8.62
0.0,2016-02-28,LSE,37,43,30,23,7.31
0.02,2016-02-28,MSN,36,42,29,22,6.55
0.01,2016-02-28,MKE,36,42,29,18,11.02
0.0,2016-02-28,CPR,36,50,21,24,10.08
0.0,2016-02-28,CYS,37,49,25,29,12.41
0.0,2016-02-28,LND,37,50,23,17,2.05
0.0,2016-02-28,RWL,33,42,23,26,12.37
0.0,2016-02-28,SHR,37,53,21,28,4.71
1.86,2016-03-06,BHM,49,60,38,22,4.61
0.7,2016-03-06,HSV,47,58,36,23,3.85
0.11,2016-03-06,MOB,58,71,44,20,5.38
1.59,2016-03-06,MGM,54,66,41,20,4.26
0.04,2016-03-06,ANC,30,36,22,20,3.61
1.17,2016-03-06,ANN,43,48,38,10,8.96
0.0,2016-03-06,BET,24,30,19,4,16.08
0.0,2016-03-06,BTT,12,23,1,20,5.38
0.2,2016-03-06,CDB,32,38,26,20,13.88
0.02,2016-03-06,CDV,35,46,23,15,1.88
0.0,2016-03-06,BIG,17,28,5,10,5.7
0.0,2016-03-06,FAI,15,26,3,9,6.0
0.0,2016-03-06,GKN,11,28,-4,25,0.9
0.0,2016-03-06,GST,60,60,60,32,1.9
0.14,2016-03-06,HOM,33,39,25,6,3.83
0.11,2016-03-06,ILI,33,40,25,25,7.81
0.07,2016-03-06,JNU,36,45,27,17,1.93
0.01,2016-03-06,ENA,28,36,20,2,8.23
2.53,2016-03-06,KTN,43,49,36,17,7.55
0.06,2016-03-06,AKN,32,41,23,9,9.65
1.08,2016-03-06,ADQ,37,41,33,20,8.33
0.05,2016-03-06,OTZ,8,15,0,14,5.58
0.0,2016-03-06,MCG,16,29,3,11,4.1
0.02,2016-03-06,OME,21,25,14,13,11.16
0.0,2016-03-06,ORT,11,23,0,20,0.15
0.0,2016-03-06,PAQ,30,38,21,14,3.15
0.0,2016-03-06,PSG,60,60,60,12,1.3
0.0,2016-03-06,PTI,60,60,60,0,0.0
0.0,2016-03-06,SYA,60,60,60,6,14.36
0.21,2016-03-06,SIT,43,50,36,14,6.8
0.0,2016-03-06,SGY,40,45,35,3,13.83
0.31,2016-03-06,SNP,31,34,27,5,19.38
0.0,2016-03-06,TKA,28,40,16,7,4.46
0.0,2016-03-06,TAL,12,23,1,15,4.31
0.01,2016-03-06,BRW,-3,0,-8,6,17.9
0.0,2016-03-06,WRG,60,60,60,11,6.08
0.04,2016-03-06,YAK,35,47,23,16,2.21
0.0,2016-03-06,DUG,60,82,38,27,4.51
0.05,2016-03-06,IGM,60,77,43,19,8.31
0.0,2016-03-06,PHX,73,86,59,12,2.96
0.0,2016-03-06,TUS,69,85,53,16,3.66
0.0,2016-03-06,INW,55,75,34,19,4.85
0.59,2016-03-06,FSM,55,69,40,18,4.48
0.54,2016-03-06,HRO,50,64,35,22,6.71
0.82,2016-03-06,LZK,54,65,42,0,0.0
0.04,2016-03-06,BFL,63,74,51,15,2.13
0.06,2016-03-06,BIH,54,72,35,16,4.28
0.0,2016-03-06,NID,61,77,45,20,9.21
2.04,2016-03-06,CCR,60,68,53,21,5.7
2.79,2016-03-06,EKA,53,62,45,0,0.0
1.19,2016-03-06,FAT,61,70,51,15,2.8
2.26,2016-03-06,HWD,60,66,53,23,5.56
0.38,2016-03-06,LGB,62,68,55,24,3.25
0.55,2016-03-06,LAX,60,65,55,24,5.68
2.06,2016-03-06,RBL,57,64,49,17,9.95
2.13,2016-03-06,RDD,57,63,49,20,8.05
2.48,2016-03-06,SAC,59,67,51,18,6.2
1.84,2016-03-06,SNS,59,67,50,20,4.91
0.12,2016-03-06,SAN,63,69,57,28,3.76
2.73,2016-03-06,SFO,60,65,54,22,7.06
0.4,2016-03-06,SDB,56,64,47,30,10.53
1.43,2016-03-06,SBA,57,65,49,17,2.95
0.71,2016-03-06,SMX,60,69,50,28,4.86
1.89,2016-03-06,SCK,60,69,50,22,5.51
0.0,2016-03-06,ALS,40,59,20,20,5.36
0.0,2016-03-06,COS,47,60,33,23,5.76
0.04,2016-03-06,CAG,34,46,20,13,2.03
0.0,2016-03-06,DEN,47,62,30,21,7.33
0.0,2016-03-06,GJT,49,62,35,14,5.06
0.0,2016-03-06,PUB,49,68,29,18,4.81
0.34,2016-03-06,BDR,35,41,28,20,5.53
0.54,2016-03-06,BDL,32,41,22,16,6.26
0.33,2016-03-06,NWK,38,47,28,19,6.91
0.33,2016-03-06,ILG,38,47,28,19,6.91
0.01,2016-03-06,DAB,63,74,51,16,4.7
0.0,2016-03-06,FLL,73,80,65,14,4.93
0.15,2016-03-06,GNV,58,74,42,24,3.41
0.16,2016-03-06,JAX,58,71,44,17,4.56
0.0,2016-03-06,EYW,72,77,67,19,6.33
0.01,2016-03-06,MIA,73,81,65,20,4.4
0.07,2016-03-06,MCO,66,78,54,23,5.15
0.15,2016-03-06,PNS,60,71,48,29,5.43
0.6,2016-03-06,TLH,57,72,42,27,4.55
0.0,2016-03-06,TPA,65,75,55,22,4.26
0.0,2016-03-06,VRB,68,79,56,28,5.86
0.01,2016-03-06,PBI,71,79,62,21,5.4
0.5,2016-03-06,AMG,54,69,40,28,4.08
1.14,2016-03-06,AHN,50,62,37,21,4.58
1.64,2016-03-06,ATL,50,59,40,26,7.3
1.18,2016-03-06,AGS,50,64,37,25,5.26
1.32,2016-03-06,MCN,52,65,39,25,5.46
0.67,2016-03-06,SAV,55,68,42,16,5.98
0.11,2016-03-06,ITO,75,85,66,24,3.03
0.02,2016-03-06,HNL,74,81,66,19,3.81
0.0,2016-03-06,OGG,75,84,66,14,5.4
0.03,2016-03-06,MKK,72,80,63,17,5.45
0.0,2016-03-06,LIH,71,79,62,31,4.45
0.4,2016-03-06,BOI,51,63,40,11,6.28
0.21,2016-03-06,LWS,48,57,39,10,4.88
0.82,2016-03-06,PIH,45,58,31,21,7.25
0.24,2016-03-06,ORD,30,37,23,17,7.21
0.08,2016-03-06,MLI,33,42,22,20,7.33
0.08,2016-03-06,PIA,34,43,25,20,6.18
0.22,2016-03-06,UIN,37,47,27,19,7.86
0.13,2016-03-06,RFD,30,38,21,15,7.88
0.17,2016-03-06,SPI,38,47,27,19,6.61
0.66,2016-03-06,EVV,40,49,31,24,4.01
0.49,2016-03-06,FWA,32,37,25,19,5.33
0.46,2016-03-06,IND,36,43,27,25,5.85
0.66,2016-03-06,SBN,28,34,20,15,4.61
0.13,2016-03-06,CID,29,38,19,20,9.01
0.0,2016-03-06,DSM,36,45,27,14,8.9
0.16,2016-03-06,DBQ,27,36,18,21,9.55
0.01,2016-03-06,SUX,38,50,25,21,7.9
0.28,2016-03-06,ALO,26,37,14,19,8.53
0.0,2016-03-06,CNK,47,62,32,24,9.58
0.0,2016-03-06,DDC,51,66,35,23,9.08
0.0,2016-03-06,GLD,48,66,29,27,8.16
0.0,2016-03-06,P28,52,68,35,22,8.63
0.01,2016-03-06,TOP,47,63,31,22,7.85
0.0,2016-03-06,ICT,51,67,35,22,11.81
0.59,2016-03-06,CVG,35,42,28,23,5.35
0.86,2016-03-06,JKL,38,46,31,27,1.68
0.51,2016-03-06,LEX,37,46,28,21,5.2
0.47,2016-03-06,SDF,39,47,31,24,3.93
0.63,2016-03-06,PAH,42,52,30,23,3.55
0.04,2016-03-06,BTR,63,75,50,15,3.86
0.0,2016-03-06,LCH,63,75,51,19,4.31
0.03,2016-03-06,MSY,64,74,53,15,5.66
0.1,2016-03-06,SHV,61,75,46,16,4.73
0.3,2016-03-06,ASD,60,73,46,15,2.91
0.81,2016-03-06,BGR,23,34,11,25,5.9
0.81,2016-03-06,CAR,11,22,-1,26,5.08
0.92,2016-03-06,PWM,28,37,19,23,6.11
0.44,2016-03-06,BWI,39,49,28,12,5.08
0.45,2016-03-06,SBY,39,48,28,25,5.95
0.38,2016-03-06,BOS,33,40,26,22,6.61
0.0,2016-03-06,MQE,60,60,60,27,6.65
0.6,2016-03-06,ORH,29,37,20,24,7.16
0.65,2016-03-06,APN,18,30,5,21,3.93
0.51,2016-03-06,DTW,28,32,22,11,4.5
0.84,2016-03-06,FNT,23,33,12,16,5.11
0.92,2016-03-06,GRR,24,32,14,14,6.23
0.54,2016-03-06,HTL,16,28,4,19,4.43
0.72,2016-03-06,LAN,22,31,13,16,5.38
0.06,2016-03-06,MQT,16,29,3,0,0.0
0.24,2016-03-06,MKG,26,34,18,15,6.21
0.06,2016-03-06,ANJ,20,29,12,17,2.81
0.16,2016-03-06,DLH,21,30,12,22,5.5
0.1,2016-03-06,INL,13,29,-3,18,3.4
0.05,2016-03-06,MSP,31,38,23,25,5.75
0.27,2016-03-06,RST,25,32,18,20,9.31
0.1,2016-03-06,STC,28,36,21,23,5.25
0.75,2016-03-06,GLH,54,65,43,15,4.2
1.23,2016-03-06,GWO,52,65,39,14,3.33
0.48,2016-03-06,GPT,60,71,49,17,3.63
1.07,2016-03-06,HBG,57,72,43,16,2.86
0.21,2016-03-06,JAN,56,71,41,16,3.71
0.59,2016-03-06,MEI,53,67,38,17,3.48
1.17,2016-03-06,TUP,49,60,37,24,2.7
0.46,2016-03-06,CGI,42,52,31,18,4.85
0.12,2016-03-06,COU,44,56,31,18,8.26
0.0,2016-03-06,MCI,48,60,31,26,10.36
0.21,2016-03-06,VIH,44,56,31,18,7.68
0.17,2016-03-06,SGF,48,63,33,23,8.28
0.09,2016-03-06,STJ,42,58,25,20,9.56
